policy_id,period_start,trip_ct,exposure_miles,duration_s,harsh_brake_per_100mi,overspeed_ratio,night_ratio,avg_overspeed_ratio,night_miles_ratio,phone_usage_per_hr,mean_speed_mps,miles_per_trip,speed_var_across_trips,label_claim_next90d
driver_00027,2025-09-01,6,25.293464973969677,4314.0,0.0,0.0,0.3320918087270915,0.0,0.3320918087270915,0.0,9.436026575109755,4.215577495661613,0.0047210417672968,0
driver_00028,2025-09-01,6,26.037649581776503,4314.0,0.0,0.0,0.667213062485025,0.0,0.667213062485025,0.0,9.71018882119635,4.339608263629417,0.0031513631510417,1
driver_00029,2025-09-01,6,29.77120302286114,4314.0,0.0,0.0,0.3317753535254061,0.0,0.3317753535254061,0.0,11.10677824059854,4.961867170476856,0.004192256520576,1
driver_00030,2025-09-01,6,23.7349923135214,4314.0,0.0,0.0,0.8331544047993733,0.0,0.8331544047993733,0.0,8.854047855802637,3.9558320522535664,0.0030868836518132,1
driver_00031,2025-09-01,6,35.380522058605415,4314.0,0.0,0.0,0.5000909488697786,0.0,0.5000909488697786,0.0,13.199131723499802,5.896753676434236,0.0013967251615868,0
driver_00032,2025-09-01,6,29.008166923609735,4314.0,0.0,0.0,0.8664823306933833,0.0,0.8664823306933833,0.0,10.822449162726851,4.8346944872682895,0.0087820817845292,1
driver_00033,2025-09-01,6,37.03843945643115,4314.0,0.0,0.0,0.6663453330095834,0.0,0.6663453330095834,0.0,13.818450979110626,6.173073242738525,0.0047269629835388,0
driver_00034,2025-09-01,6,42.83088807665112,4314.0,0.0,0.0,0.3329317280615196,0.0,0.3329317280615196,0.0,15.976405711350786,7.13848134610852,0.0022569213976979,0
driver_00035,2025-09-01,6,29.40060071819999,4314.0,0.0,0.0,0.6297564725622393,0.0,0.6297564725622393,0.0,10.96714946256151,4.9001001196999985,0.0024759656433256,1
driver_00036,2025-09-01,6,44.86139921512658,4314.0,0.0,0.0,0.1663957785905337,0.0,0.1663957785905337,0.0,16.735533255564988,7.476899869187764,0.0016289510288708,0
driver_00037,2025-09-01,6,35.80280270538783,4314.0,0.0,0.0,0.5004573117855153,0.0,0.5004573117855153,0.0,13.356507060998451,5.967133784231305,0.0018597574357639,0
driver_00038,2025-09-01,6,43.53516588086495,4314.0,0.0,0.0,0.500902188583365,0.0,0.500902188583365,0.0,16.240765974780007,7.255860980144159,0.0035506215653291,0
driver_00039,2025-09-01,6,33.90382567581488,4314.0,0.0,0.0,0.8104480885299942,0.0,0.8104480885299942,0.0,12.648759987420954,5.650637612635813,0.0004409393946116,1
driver_00040,2025-09-01,6,23.139609403773132,4314.0,0.0,0.0,0.6671111264288414,0.0,0.6671111264288414,0.0,8.632717969874617,3.856601567295522,0.0035055815120884,0
driver_00041,2025-09-01,6,24.52909297730306,4314.0,0.0,0.0,0.4997923915588181,0.0,0.4997923915588181,0.0,9.150365797002673,4.088182162883843,0.0007894938246527,0
driver_00042,2025-09-01,6,34.92082163998815,4314.0,0.0,0.0,0.8334061875361028,0.0,0.8334061875361028,0.0,13.027199552997027,5.820136939998025,0.0027321333768646,1
driver_00043,2025-09-01,6,44.46688702238697,4314.0,0.0,0.0,0.3337724438494373,0.0,0.3337724438494373,0.0,16.587814637134898,7.411147837064495,0.0101018429200747,1
driver_00044,2025-09-01,6,26.421086427029003,4314.0,0.0,0.0,0.3344420161379888,0.0,0.3344420161379888,0.0,9.85525931131722,4.403514404504834,0.0034851449825745,1
driver_00045,2025-09-01,6,31.225144534769903,4314.0,0.0,0.0,0.6669665939037329,0.0,0.6669665939037329,0.0,11.649211194326195,5.204190755794984,0.0030882484282407,1
driver_00046,2025-09-01,6,36.095532171596304,4314.0,0.0,0.0,0.6660679555492122,0.0,0.6660679555492122,0.0,13.466749018180172,6.015922028599384,0.0026590867119341,0
driver_00047,2025-09-01,6,35.77373200764474,4314.0,0.0,0.0,0.4985121161123523,0.0,0.4985121161123523,0.0,13.34608695346006,5.96228866794079,0.0046114757078832,0
driver_00048,2025-09-01,6,45.56801771695588,4314.0,0.0,0.0,0.166314698043926,0.0,0.166314698043926,0.0,16.999632719976677,7.594669619492646,0.0008700086131686,0
driver_00049,2025-09-01,6,33.83012309048546,4314.0,0.0,0.0,0.1664412298873606,0.0,0.1664412298873606,0.0,12.620923585149056,5.638353848414243,0.0017385570484182,0
driver_00050,2025-09-01,6,29.62719551612918,4314.0,0.0,0.0,0.5013869663904645,0.0,0.5013869663904645,0.0,11.052285909089267,4.937865919354864,0.001962117974344,1
driver_00051,2025-09-01,6,32.4300768783077,4314.0,0.0,0.0,0.4994266952738005,0.0,0.4994266952738005,0.0,12.098092451729867,5.405012813051283,0.0022677465300925,0
driver_00052,2025-09-01,6,27.30767826571145,4314.0,0.0,0.0,0.3325662350146315,0.0,0.3325662350146315,0.0,10.188454405166762,4.551279710951908,0.0036121876633229,1
driver_00053,2025-09-01,6,27.72168424560157,4314.0,0.0,0.0,0.5009263416958397,0.0,0.5009263416958397,0.0,10.341670676424137,4.620280707600261,0.0008812931517489,0
driver_00054,2025-09-01,6,34.53630955433261,4314.0,0.0,0.0,0.1670093790626196,0.0,0.1670093790626196,0.0,12.884078313557405,5.7560515923887685,0.002281846780607,0
driver_00055,2025-09-01,6,24.373773434320267,4314.0,0.0,0.0,0.6660363299941746,0.0,0.6660363299941746,0.0,9.093965099916543,4.062295572386711,0.0003923967973894,1
driver_00056,2025-09-01,6,27.54303671547369,4314.0,0.0,0.0,0.1669969848812022,0.0,0.1669969848812022,0.0,10.273995301780252,4.590506119245615,0.0016360897782921,0
driver_00057,2025-09-01,6,39.41013857518235,4314.0,0.0,0.0,0.3326688064340028,0.0,0.3326688064340028,0.0,14.703162847418172,6.568356429197059,0.0098244428009257,1
driver_00058,2025-09-01,6,29.251691586067224,4314.0,0.0,0.0,0.8323963146327491,0.0,0.8323963146327491,0.0,10.912682780780898,4.875281931011204,0.0015014120512474,1
driver_00059,2025-09-01,6,40.7955117713754,4314.0,0.0,0.0,0.4993508120119658,0.0,0.4993508120119658,0.0,15.219809823524544,6.799251961895901,0.005291894165702,0
driver_00060,2025-09-01,6,29.114875422907396,4314.0,0.0,0.0,0.3344812451922275,0.0,0.3344812451922275,0.0,10.860653155701335,4.852479237151233,0.002885660077932,1
driver_00061,2025-09-01,6,40.56123698115455,4314.0,0.0,0.0,0.8329042768095858,0.0,0.8329042768095858,0.0,15.13173946290133,6.760206163525758,0.0096272058447144,1
driver_00062,2025-09-01,6,36.881195105040845,4314.0,0.0,0.0,0.3340031179493649,0.0,0.3340031179493649,0.0,13.758638994303864,6.146865850840141,0.0007279675767103,0
driver_00063,2025-09-01,6,40.760170481358465,4314.0,0.0,0.0,0.6663297848128767,0.0,0.6663297848128767,0.0,15.20678301284255,6.793361746893077,0.0018653971170909,1
driver_00064,2025-09-01,6,38.59528072984049,4314.0,0.0,0.0,0.334221682268761,0.0,0.334221682268761,0.0,14.39855410280642,6.432546788306748,0.002691903573624,0
driver_00065,2025-09-01,6,37.94515765266118,4314.0,0.0,0.0,0.8341759677990991,0.0,0.8341759677990991,0.0,14.156757563910803,6.324192942110197,0.0063207800663579,1
driver_00066,2025-09-01,6,45.29946572362796,4314.0,0.0,0.0,0.3335562975814807,0.0,0.3335562975814807,0.0,16.89992171970311,7.549910953937993,0.0017009435594136,1
driver_00067,2025-09-01,6,37.02320923119447,4314.0,0.0,0.0,0.3334313905332574,0.0,0.3334313905332574,0.0,13.812333200942597,6.170534871865745,0.0039544308336548,0
driver_00068,2025-09-01,6,47.174787593557774,4314.0,0.0,0.0,0.4992676396955455,0.0,0.4992676396955455,0.0,17.595803388592184,7.862464598926295,0.0020192943477364,0
driver_00069,2025-09-01,6,37.52622328868163,4314.0,0.0,0.0,0.6672572208804198,0.0,0.6672572208804198,0.0,13.999182148097235,6.254370548113605,0.0030534005223764,0
driver_00070,2025-09-01,6,40.337270889584985,4314.0,0.0,0.0,0.4989067997228739,0.0,0.4989067997228739,0.0,15.048984793366005,6.722878481597498,0.0056446958881172,0
driver_00071,2025-09-01,6,48.91356469156924,4314.0,0.0,0.0,0.1670054859794029,0.0,0.1670054859794029,0.0,18.24684998931222,8.152260781928208,0.0024530361862782,0
driver_00072,2025-09-01,6,43.28769028006684,4314.0,0.0,0.0,0.4469335203185505,0.0,0.4469335203185505,0.0,16.148079649288295,7.214615046677807,0.008390757009002,1
driver_00073,2025-09-01,6,32.09260217904678,4314.0,0.0,0.0,0.7075601801595067,0.0,0.7075601801595067,0.0,11.972885503199034,5.34876702984113,0.0022921810918209,1
driver_00074,2025-09-01,6,28.506880778037257,4314.0,0.0,0.0,0.3311999978001138,0.0,0.3311999978001138,0.0,10.634904516307136,4.751146796339543,0.0035601200504758,0
driver_00075,2025-09-01,6,28.648283758490656,4314.0,0.0,0.0,0.6670635521555027,0.0,0.6670635521555027,0.0,10.68704305450488,4.774713959748443,0.0029660574241898,1
driver_00076,2025-09-01,6,40.92055181735961,4314.0,0.0,0.0,0.3323977761264962,0.0,0.3323977761264962,0.0,15.266109342507548,6.820091969559935,0.0017748377806069,1
driver_00077,2025-09-01,6,27.61007661330022,4314.0,0.0,0.0,0.8317176199627393,0.0,0.8317176199627393,0.0,10.29999914404,4.601679435550037,0.002553190860661,1
driver_00078,2025-09-01,6,42.3323310690551,4314.0,0.0,0.0,0.499447086538326,0.0,0.499447086538326,0.0,15.792676198070003,7.055388511509183,0.0028204267456919,0
driver_00079,2025-09-01,6,42.45320183476653,4314.0,0.0,0.0,0.3337829549331819,0.0,0.3337829549331819,0.0,15.8360292360601,7.075533639127754,0.0032766061461548,0
driver_00080,2025-09-01,6,38.27920250726545,4314.0,0.0,0.0,0.4445094755216557,0.0,0.4445094755216557,0.0,14.281126551367104,6.379867084544242,0.0058656302310312,0
driver_00081,2025-09-01,6,39.37557211958133,4314.0,0.0,0.0,0.3344632299121483,0.0,0.3344632299121483,0.0,14.686886560187627,6.562595353263554,0.0021621901957304,1
driver_00082,2025-09-01,6,35.09984480895561,4314.0,0.0,0.0,0.4996903390066652,0.0,0.4996903390066652,0.0,13.093946846752608,5.849974134825935,0.0023496015607639,0
driver_00083,2025-09-01,6,31.05871967484373,4314.0,0.0,0.0,0.3035976647843422,0.0,0.3035976647843422,0.0,11.58689919886124,5.176453279140621,0.0041681940877056,0
driver_00084,2025-09-01,6,35.046645558503116,4314.0,0.0,0.0,0.6666945893618754,0.0,0.6666945893618754,0.0,13.074609967633346,5.841107593083852,0.0003694930499613,0
driver_00085,2025-09-01,6,35.75323217493996,4314.0,0.0,0.0,0.3341361128775529,0.0,0.3341361128775529,0.0,13.338188321488945,5.95887202915666,0.0007983766276362,0
driver_00086,2025-09-01,6,41.2628223568057,4314.0,0.0,0.0,0.5003858716793749,0.0,0.5003858716793749,0.0,15.39395048262791,6.877137059467617,0.0029200725075231,1
driver_00087,2025-09-01,6,26.915618160606595,4314.0,0.0,0.0,1.0,0.0,1.0,0.0,10.041663863334168,4.485936360101099,0.0007914070522119,1
driver_00088,2025-09-01,6,39.209003611045155,4314.0,0.0,0.0,0.6666616030529547,0.0,0.6666616030529547,0.0,14.62665192566546,6.534833935174192,0.0021259133500513,1
driver_00089,2025-09-01,6,44.98090325600741,4314.0,0.0,0.0,0.3329981425391716,0.0,0.3329981425391716,0.0,16.7797234372453,7.496817209334568,0.0019770028297968,0
driver_00090,2025-09-01,6,30.253253305591908,4314.0,0.0,0.0,0.3328707028553473,0.0,0.3328707028553473,0.0,11.285645651784163,5.042208884265318,0.0020244958969264,0
driver_00091,2025-09-01,6,24.73103311890288,4314.0,0.0,0.0,0.4979775576105985,0.0,0.4979775576105985,0.0,9.227134442741738,4.1218388531504795,0.0036773614789738,0
driver_00092,2025-09-01,6,41.01463247666173,4314.0,0.0,0.0,1.0,0.0,1.0000000000000002,0.0,15.301310827518458,6.835772079443622,0.0014919117129629,1
driver_00093,2025-09-01,6,29.323869479944076,4314.0,0.0,0.0,0.5422630181157722,0.0,0.5422630181157722,0.0,10.939251919033902,4.887311579990679,0.0009881942929526,0
driver_00094,2025-09-01,6,43.51118130068792,4314.0,0.0,0.0,0.3328370929619691,0.0,0.3328370929619691,0.0,16.231322488526008,7.251863550114654,0.0006699356518133,1
driver_00095,2025-09-01,6,23.03895481320231,4314.0,0.0,0.0,0.5002984592837221,0.0,0.5002984592837221,0.0,8.594727147293986,3.839825802200385,0.0033391396237782,1
driver_00096,2025-09-01,6,24.0672163602826,4314.0,0.0,0.0,0.4995283357754382,0.0,0.4995283357754382,0.0,8.978471551253238,4.011202726713766,0.0008981873299897,0
driver_00097,2025-09-01,6,32.548996422932255,4314.0,0.0,0.0,0.4993984103067352,0.0,0.4993984103067352,0.0,12.14277299717356,5.424832737155376,0.0022929929519033,0
driver_00098,2025-09-01,6,26.620218674050765,4314.0,0.0,0.0,0.5011896463617322,0.0,0.5011896463617322,0.0,9.931830916228154,4.436703112341794,0.0023626993436858,1
driver_00099,2025-09-01,6,30.355945164953148,4314.0,0.0,0.0,0.5007645318506864,0.0,0.5007645318506864,0.0,11.325110861333652,5.059324194158858,0.0034989179328702,0
